PassengerId;Age;Evasions;S;U;B;Tram
1287_03;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
1288_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1289_01;8.0;TRUE;FALSE;FALSE;FALSE;TRUE
1289_02;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
1291_01;33.0;FALSE;FALSE;TRUE;FALSE;TRUE
1292_01;31.0;FALSE;TRUE;FALSE;FALSE;TRUE
1292_02;43.0;FALSE;TRUE;FALSE;FALSE;TRUE
1293_01;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
1294_01;28.0;FALSE;TRUE;FALSE;FALSE;FALSE
1294_02;30.0;FALSE;TRUE;FALSE;FALSE;FALSE
1294_03;28.0;FALSE;TRUE;FALSE;FALSE;TRUE
1295_01;19.0;TRUE;FALSE;FALSE;FALSE;FALSE
1299_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1300_01;27.0;TRUE;FALSE;FALSE;FALSE;TRUE
1302_01;22.0;FALSE;FALSE;TRUE;FALSE;TRUE
1304_01;2.0;TRUE;FALSE;FALSE;FALSE;FALSE
1304_02;4.0;TRUE;FALSE;FALSE;FALSE;TRUE
1304_03;10.0;TRUE;FALSE;FALSE;FALSE;TRUE
1304_04;9.0;TRUE;FALSE;FALSE;FALSE;TRUE
1304_05;37.0;TRUE;FALSE;FALSE;FALSE;FALSE
1304_06;2.0;TRUE;FALSE;FALSE;FALSE;TRUE
1306_01;44.0;FALSE;TRUE;FALSE;FALSE;TRUE
1306_02;11.0;FALSE;TRUE;FALSE;FALSE;TRUE
1307_01;22.0;TRUE;FALSE;FALSE;FALSE;FALSE
1308_01;40.0;FALSE;TRUE;FALSE;FALSE;FALSE
1308_02;30.0;FALSE;TRUE;FALSE;FALSE;TRUE
1308_03;37.0;FALSE;TRUE;FALSE;FALSE;TRUE
1308_04;26.0;FALSE;TRUE;FALSE;FALSE;FALSE
1309_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1310_01;57.0;FALSE;TRUE;FALSE;FALSE;TRUE
1311_01;1.0;FALSE;FALSE;TRUE;FALSE;TRUE
1311_02;17.0;FALSE;FALSE;TRUE;FALSE;TRUE
1311_03;26.0;FALSE;FALSE;TRUE;FALSE;TRUE
1312_01;21.0;TRUE;FALSE;FALSE;FALSE;FALSE
1316_01;28.0;FALSE;TRUE;FALSE;FALSE;FALSE
1316_02;36.0;FALSE;TRUE;FALSE;FALSE;TRUE
1317_01;25.0;FALSE;FALSE;TRUE;FALSE;TRUE
1322_01;40.0;TRUE;FALSE;FALSE;FALSE;FALSE
1323_01;23.0;TRUE;FALSE;FALSE;FALSE;FALSE
1324_01;2.0;TRUE;FALSE;FALSE;FALSE;FALSE
1324_02;10.0;TRUE;FALSE;FALSE;FALSE;TRUE
1324_03;43.0;TRUE;FALSE;FALSE;FALSE;FALSE
1325_01;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
1325_02;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1325_03;42.0;TRUE;FALSE;FALSE;FALSE;FALSE
1326_01;30.0;FALSE;FALSE;TRUE;FALSE;TRUE
1326_02;19.0;FALSE;FALSE;TRUE;FALSE;TRUE
1328_01;26.0;TRUE;FALSE;FALSE;FALSE;FALSE
1330_01;47.0;FALSE;FALSE;TRUE;FALSE;TRUE
1330_02;28.0;FALSE;FALSE;TRUE;FALSE;TRUE
1331_01;24.0;TRUE;FALSE;FALSE;FALSE;FALSE
1332_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
1333_01;32.0;TRUE;FALSE;FALSE;FALSE;TRUE
1335_01;44.0;TRUE;FALSE;FALSE;FALSE;FALSE
1336_01;17.0;TRUE;FALSE;FALSE;FALSE;FALSE
1337_01;35.0;TRUE;FALSE;FALSE;FALSE;FALSE
1340_01;23.0;TRUE;FALSE;FALSE;FALSE;FALSE
1342_01;34.0;TRUE;FALSE;FALSE;FALSE;TRUE
1345_01;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
1347_01;67.0;FALSE;FALSE;FALSE;TRUE;TRUE
1348_01;22.0;FALSE;TRUE;FALSE;FALSE;TRUE
1348_02;29.0;FALSE;TRUE;FALSE;FALSE;FALSE
1350_01;27.0;TRUE;FALSE;FALSE;FALSE;FALSE
1350_02;14.0;TRUE;FALSE;FALSE;FALSE;TRUE
1350_03;42.0;TRUE;FALSE;FALSE;FALSE;TRUE
1350_04;19.0;TRUE;FALSE;FALSE;FALSE;FALSE
1351_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1352_01;31.0;FALSE;FALSE;TRUE;FALSE;TRUE
1353_01;10.0;FALSE;FALSE;TRUE;FALSE;TRUE
1353_02;39.0;FALSE;FALSE;TRUE;FALSE;TRUE
1353_03;41.0;FALSE;FALSE;TRUE;FALSE;FALSE
1353_04;0.0;FALSE;FALSE;TRUE;FALSE;TRUE
1355_01;22.0;TRUE;FALSE;FALSE;FALSE;FALSE
1356_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1357_01;40.0;FALSE;FALSE;TRUE;FALSE;FALSE
1360_01;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
1362_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1365_01;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
1365_02;20.0;FALSE;TRUE;FALSE;FALSE;FALSE
1366_01;40.0;TRUE;FALSE;FALSE;FALSE;FALSE
1368_01;27.0;TRUE;FALSE;FALSE;FALSE;FALSE
1370_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1371_01;25.0;FALSE;FALSE;TRUE;FALSE;FALSE
1375_01;2.0;TRUE;FALSE;FALSE;FALSE;TRUE
1375_02;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1376_01;41.0;TRUE;FALSE;FALSE;FALSE;FALSE
1377_01;43.0;FALSE;TRUE;FALSE;FALSE;TRUE
1378_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1378_02;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1379_01;16.0;TRUE;FALSE;FALSE;FALSE;TRUE
1380_01;42.0;FALSE;TRUE;FALSE;FALSE;TRUE
1381_01;20.0;TRUE;FALSE;FALSE;FALSE;FALSE
1382_01;35.0;TRUE;FALSE;FALSE;FALSE;TRUE
1383_01;53.0;FALSE;TRUE;FALSE;FALSE;FALSE
1384_01;17.0;TRUE;FALSE;FALSE;FALSE;TRUE
1384_02;6.0;TRUE;FALSE;FALSE;FALSE;FALSE
1384_03;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1384_04;41.0;TRUE;FALSE;FALSE;FALSE;TRUE
1384_05;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1385_01;39.0;FALSE;FALSE;FALSE;TRUE;TRUE
1386_01;23.0;TRUE;FALSE;FALSE;FALSE;FALSE
1387_01;31.0;FALSE;FALSE;TRUE;FALSE;TRUE
1389_01;38.0;TRUE;FALSE;FALSE;FALSE;FALSE
1390_01;1.0;TRUE;FALSE;FALSE;FALSE;FALSE
1391_01;13.0;FALSE;FALSE;TRUE;FALSE;FALSE
1391_02;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
1391_03;44.0;FALSE;FALSE;TRUE;FALSE;TRUE
1393_01;36.0;FALSE;FALSE;TRUE;FALSE;TRUE
1393_02;19.0;FALSE;FALSE;TRUE;FALSE;TRUE
1395_01;7.0;TRUE;FALSE;FALSE;FALSE;TRUE
1397_01;39.0;TRUE;FALSE;FALSE;FALSE;TRUE
1398_01;28.0;TRUE;FALSE;FALSE;FALSE;TRUE
1399_01;28.0;TRUE;FALSE;FALSE;FALSE;TRUE
1400_01;14.0;TRUE;FALSE;FALSE;FALSE;FALSE
1401_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
1402_01;23.0;TRUE;FALSE;FALSE;FALSE;FALSE
1402_02;33.0;TRUE;FALSE;FALSE;FALSE;FALSE
1403_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
1404_01;47.0;FALSE;TRUE;FALSE;FALSE;TRUE
1404_02;42.0;FALSE;TRUE;FALSE;FALSE;TRUE
1406_01;17.0;FALSE;FALSE;TRUE;FALSE;TRUE
1407_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1407_02;17.0;TRUE;FALSE;FALSE;FALSE;TRUE
1408_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
1410_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1412_01;15.0;TRUE;FALSE;FALSE;FALSE;TRUE
1413_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
1414_01;65.0;TRUE;FALSE;FALSE;FALSE;TRUE
1415_01;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
1416_01;27.0;TRUE;FALSE;FALSE;FALSE;FALSE
1417_01;41.0;FALSE;TRUE;FALSE;FALSE;TRUE
1419_01;42.0;FALSE;FALSE;TRUE;FALSE;TRUE
1420_01;29.0;FALSE;FALSE;TRUE;FALSE;FALSE
1421_01;37.0;FALSE;FALSE;TRUE;FALSE;TRUE
1421_02;17.0;FALSE;FALSE;TRUE;FALSE;TRUE
1423_01;24.0;FALSE;TRUE;FALSE;FALSE;FALSE
1423_02;39.0;FALSE;TRUE;FALSE;FALSE;FALSE
1423_03;59.0;FALSE;TRUE;FALSE;FALSE;FALSE
1424_01;32.0;FALSE;TRUE;FALSE;FALSE;FALSE
1424_02;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
1424_03;8.0;FALSE;TRUE;FALSE;FALSE;TRUE
1424_04;28.0;FALSE;TRUE;FALSE;FALSE;TRUE
1424_05;35.0;FALSE;TRUE;FALSE;FALSE;FALSE
1425_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1425_02;1.0;TRUE;FALSE;FALSE;FALSE;FALSE
1425_03;4.0;TRUE;FALSE;FALSE;FALSE;FALSE
1426_01;28.0;FALSE;TRUE;FALSE;FALSE;FALSE
1427_01;46.0;FALSE;FALSE;TRUE;FALSE;FALSE
1427_02;67.0;FALSE;FALSE;TRUE;FALSE;TRUE
1428_01;44.0;TRUE;FALSE;FALSE;FALSE;TRUE
1430_01;14.0;TRUE;FALSE;FALSE;FALSE;TRUE
1431_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1433_01;51.0;TRUE;FALSE;FALSE;FALSE;FALSE
1434_01;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
1434_02;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
1434_03;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
1435_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1438_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1439_01;41.0;FALSE;FALSE;TRUE;FALSE;TRUE
1439_02;30.0;FALSE;FALSE;TRUE;FALSE;TRUE
1440_01;27.0;TRUE;FALSE;FALSE;FALSE;TRUE
1442_01;13.0;TRUE;FALSE;FALSE;FALSE;FALSE
1443_01;16.0;TRUE;FALSE;FALSE;FALSE;FALSE
1444_01;30.0;FALSE;TRUE;FALSE;FALSE;TRUE
1445_01;8.0;TRUE;FALSE;FALSE;FALSE;TRUE
1447_01;59.0;TRUE;FALSE;FALSE;FALSE;TRUE
1450_01;43.0;FALSE;TRUE;FALSE;FALSE;FALSE
1450_02;30.0;FALSE;TRUE;FALSE;FALSE;TRUE
1451_01;46.0;FALSE;TRUE;FALSE;FALSE;TRUE
1451_02;39.0;FALSE;TRUE;FALSE;FALSE;FALSE
1452_01;21.0;FALSE;TRUE;FALSE;FALSE;TRUE
1452_02;70.0;FALSE;TRUE;FALSE;FALSE;FALSE
1452_03;34.0;FALSE;TRUE;FALSE;FALSE;TRUE
1452_04;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
1452_05;44.0;FALSE;TRUE;FALSE;FALSE;FALSE
1453_01;16.0;TRUE;FALSE;FALSE;FALSE;FALSE
1453_02;63.0;TRUE;FALSE;FALSE;FALSE;TRUE
1454_01;37.0;FALSE;TRUE;FALSE;FALSE;TRUE
1455_01;29.0;FALSE;TRUE;FALSE;FALSE;FALSE
1455_02;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
1455_03;22.0;FALSE;TRUE;FALSE;FALSE;FALSE
1455_04;26.0;FALSE;TRUE;FALSE;FALSE;TRUE
1455_05;72.0;FALSE;TRUE;FALSE;FALSE;TRUE
1457_01;61.0;TRUE;FALSE;FALSE;FALSE;TRUE
1458_01;46.0;FALSE;FALSE;FALSE;TRUE;TRUE
1460_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1460_02;13.0;TRUE;FALSE;FALSE;FALSE;FALSE
1461_01;29.0;TRUE;FALSE;FALSE;FALSE;FALSE
1462_01;30.0;TRUE;FALSE;FALSE;FALSE;FALSE
1463_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1465_01;63.0;TRUE;FALSE;FALSE;FALSE;TRUE
1467_01;21.0;FALSE;FALSE;FALSE;TRUE;TRUE
1474_01;32.0;FALSE;FALSE;TRUE;FALSE;FALSE
1478_01;33.0;TRUE;FALSE;FALSE;FALSE;TRUE
1478_02;39.0;TRUE;FALSE;FALSE;FALSE;TRUE
1479_01;49.0;FALSE;FALSE;TRUE;FALSE;FALSE
1481_01;27.0;FALSE;FALSE;TRUE;FALSE;TRUE
1484_01;16.0;TRUE;FALSE;FALSE;FALSE;FALSE
1485_01;38.0;FALSE;FALSE;TRUE;FALSE;FALSE
1488_01;42.0;FALSE;FALSE;TRUE;FALSE;FALSE
1489_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1490_01;26.0;FALSE;TRUE;FALSE;FALSE;TRUE
1491_01;32.0;TRUE;FALSE;FALSE;FALSE;TRUE
1491_02;56.0;TRUE;FALSE;FALSE;FALSE;TRUE
1491_03;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
1493_01;38.0;TRUE;FALSE;FALSE;FALSE;TRUE
1498_01;30.0;TRUE;FALSE;FALSE;FALSE;TRUE
1499_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1500_01;11.0;TRUE;FALSE;FALSE;FALSE;TRUE
1500_02;3.0;TRUE;FALSE;FALSE;FALSE;TRUE
1500_03;17.0;TRUE;FALSE;FALSE;FALSE;TRUE
1500_04;35.0;TRUE;FALSE;FALSE;FALSE;FALSE
1500_05;17.0;TRUE;FALSE;FALSE;FALSE;TRUE
1500_06;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
1500_07;46.0;TRUE;FALSE;FALSE;FALSE;FALSE
1501_01;63.0;TRUE;FALSE;FALSE;FALSE;TRUE
1503_01;35.0;FALSE;FALSE;TRUE;FALSE;TRUE
1503_02;61.0;FALSE;FALSE;TRUE;FALSE;TRUE
1506_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1507_01;43.0;TRUE;FALSE;FALSE;FALSE;TRUE
1507_02;14.0;TRUE;FALSE;FALSE;FALSE;TRUE
1507_03;72.0;TRUE;FALSE;FALSE;FALSE;TRUE
1507_04;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1509_01;32.0;FALSE;FALSE;TRUE;FALSE;TRUE
1510_01;31.0;FALSE;FALSE;TRUE;FALSE;TRUE
1511_01;40.0;FALSE;TRUE;FALSE;FALSE;TRUE
1511_02;13.0;FALSE;TRUE;FALSE;FALSE;FALSE
1511_03;36.0;FALSE;TRUE;FALSE;FALSE;TRUE
1511_04;31.0;FALSE;TRUE;FALSE;FALSE;TRUE
1515_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
1520_01;40.0;TRUE;FALSE;FALSE;FALSE;FALSE
1521_01;28.0;FALSE;FALSE;TRUE;FALSE;FALSE
1523_01;41.0;FALSE;TRUE;FALSE;FALSE;FALSE
1523_02;35.0;FALSE;TRUE;FALSE;FALSE;FALSE
1524_01;14.0;TRUE;FALSE;FALSE;FALSE;FALSE
1525_01;20.0;FALSE;FALSE;TRUE;FALSE;TRUE
1526_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1527_01;22.0;FALSE;TRUE;FALSE;FALSE;FALSE
1527_02;25.0;FALSE;TRUE;FALSE;FALSE;TRUE
1528_01;18.0;FALSE;FALSE;TRUE;FALSE;TRUE
1529_01;25.0;FALSE;TRUE;FALSE;FALSE;TRUE
1529_02;30.0;FALSE;TRUE;FALSE;FALSE;TRUE
1531_01;46.0;TRUE;FALSE;FALSE;FALSE;TRUE
1532_01;27.0;FALSE;TRUE;FALSE;FALSE;TRUE
1533_01;53.0;TRUE;FALSE;FALSE;FALSE;TRUE
1536_01;21.0;FALSE;FALSE;TRUE;FALSE;FALSE
1539_01;32.0;FALSE;TRUE;FALSE;FALSE;FALSE
1540_01;32.0;FALSE;TRUE;FALSE;FALSE;TRUE
1540_02;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
1540_03;26.0;FALSE;TRUE;FALSE;FALSE;TRUE
1541_01;47.0;TRUE;FALSE;FALSE;FALSE;TRUE
1542_01;13.0;FALSE;FALSE;TRUE;FALSE;TRUE
1543_01;34.0;FALSE;TRUE;FALSE;FALSE;FALSE
1544_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1545_01;20.0;FALSE;FALSE;TRUE;FALSE;TRUE
1547_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1548_01;51.0;FALSE;TRUE;FALSE;FALSE;FALSE
1548_02;18.0;FALSE;TRUE;FALSE;FALSE;FALSE
1550_01;26.0;FALSE;TRUE;FALSE;FALSE;TRUE
1550_02;53.0;FALSE;TRUE;FALSE;FALSE;TRUE
1551_01;30.0;FALSE;TRUE;FALSE;FALSE;TRUE
1552_01;37.0;TRUE;FALSE;FALSE;FALSE;FALSE
1555_01;45.0;FALSE;TRUE;FALSE;FALSE;TRUE
1558_01;62.0;TRUE;FALSE;FALSE;FALSE;TRUE
1560_01;38.0;TRUE;FALSE;FALSE;FALSE;TRUE
1561_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1562_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
1564_01;23.0;FALSE;FALSE;TRUE;FALSE;FALSE
1565_01;16.0;TRUE;FALSE;FALSE;FALSE;TRUE
1567_01;37.0;FALSE;TRUE;FALSE;FALSE;FALSE
1568_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1568_02;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
1569_01;25.0;FALSE;FALSE;TRUE;FALSE;FALSE
1572_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
1572_02;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
1573_01;55.0;FALSE;FALSE;TRUE;FALSE;TRUE
1576_01;28.0;FALSE;FALSE;TRUE;FALSE;TRUE
1577_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1578_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1579_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
1580_01;13.0;TRUE;FALSE;FALSE;FALSE;TRUE
1580_02;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
1581_01;38.0;FALSE;FALSE;TRUE;FALSE;FALSE
1581_02;28.0;FALSE;FALSE;TRUE;FALSE;FALSE
1584_01;57.0;TRUE;FALSE;FALSE;FALSE;TRUE
1584_02;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
1585_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
1588_01;25.0;FALSE;TRUE;FALSE;FALSE;FALSE
1588_02;35.0;FALSE;TRUE;FALSE;FALSE;TRUE
1590_01;37.0;FALSE;TRUE;FALSE;FALSE;TRUE
1590_02;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
1592_01;35.0;FALSE;TRUE;FALSE;FALSE;TRUE
1592_02;47.0;FALSE;TRUE;FALSE;FALSE;TRUE
1593_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1594_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
1595_01;27.0;FALSE;TRUE;FALSE;FALSE;TRUE
1596_01;23.0;FALSE;TRUE;FALSE;FALSE;FALSE
1597_01;31.0;TRUE;FALSE;FALSE;FALSE;FALSE
1599_01;19.0;FALSE;TRUE;FALSE;FALSE;FALSE
1599_02;53.0;FALSE;TRUE;FALSE;FALSE;FALSE
1601_01;37.0;TRUE;FALSE;FALSE;FALSE;TRUE
1602_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
1603_01;42.0;TRUE;FALSE;FALSE;FALSE;TRUE
1603_02;7.0;TRUE;FALSE;FALSE;FALSE;FALSE
1603_03;7.0;TRUE;FALSE;FALSE;FALSE;TRUE
1604_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1606_01;20.0;FALSE;TRUE;FALSE;FALSE;TRUE
1608_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1611_01;42.0;TRUE;FALSE;FALSE;FALSE;TRUE
1612_01;49.0;FALSE;TRUE;FALSE;FALSE;TRUE
1612_02;47.0;FALSE;TRUE;FALSE;FALSE;FALSE
1613_01;16.0;TRUE;FALSE;FALSE;FALSE;TRUE
1614_01;26.0;FALSE;FALSE;TRUE;FALSE;TRUE
1615_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
1615_02;38.0;TRUE;FALSE;FALSE;FALSE;FALSE
1615_03;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
1617_01;37.0;FALSE;FALSE;TRUE;FALSE;TRUE
1619_01;39.0;TRUE;FALSE;FALSE;FALSE;FALSE
1621_01;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
1621_02;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
1622_01;35.0;FALSE;FALSE;TRUE;FALSE;FALSE
1624_01;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
1624_02;46.0;TRUE;FALSE;FALSE;FALSE;TRUE
1624_03;4.0;TRUE;FALSE;FALSE;FALSE;FALSE
1625_01;19.0;FALSE;TRUE;FALSE;FALSE;FALSE
1625_02;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
1626_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1628_01;47.0;FALSE;TRUE;FALSE;FALSE;FALSE
1630_01;1.0;TRUE;FALSE;FALSE;FALSE;FALSE
1630_02;4.0;TRUE;FALSE;FALSE;FALSE;FALSE
1630_03;37.0;TRUE;FALSE;FALSE;FALSE;TRUE
1631_01;61.0;TRUE;FALSE;FALSE;FALSE;TRUE
1632_01;32.0;FALSE;TRUE;FALSE;FALSE;FALSE
1633_01;4.0;TRUE;FALSE;FALSE;FALSE;FALSE
1633_02;16.0;TRUE;FALSE;FALSE;FALSE;FALSE
1634_01;25.0;TRUE;FALSE;FALSE;FALSE;FALSE
1635_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1636_01;41.0;TRUE;FALSE;FALSE;FALSE;TRUE
1637_01;25.0;TRUE;FALSE;FALSE;FALSE;FALSE
1638_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1640_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1644_01;14.0;TRUE;FALSE;FALSE;FALSE;TRUE
1645_01;18.0;FALSE;FALSE;FALSE;TRUE;FALSE
1646_01;34.0;TRUE;FALSE;FALSE;FALSE;TRUE
1647_01;33.0;TRUE;FALSE;FALSE;FALSE;TRUE
1649_01;14.0;TRUE;FALSE;FALSE;FALSE;FALSE
1650_01;28.0;TRUE;FALSE;FALSE;FALSE;FALSE
1651_01;43.0;TRUE;FALSE;FALSE;FALSE;FALSE
1651_02;3.0;TRUE;FALSE;FALSE;FALSE;TRUE
1651_03;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
1653_01;47.0;FALSE;TRUE;FALSE;FALSE;TRUE
1655_01;28.0;TRUE;FALSE;FALSE;FALSE;TRUE
1655_02;40.0;TRUE;FALSE;FALSE;FALSE;TRUE
1656_01;17.0;TRUE;FALSE;FALSE;FALSE;TRUE
1657_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
1658_01;29.0;FALSE;FALSE;TRUE;FALSE;TRUE
1659_01;41.0;TRUE;FALSE;FALSE;FALSE;TRUE
1660_01;20.0;TRUE;FALSE;FALSE;FALSE;FALSE
1661_01;56.0;FALSE;TRUE;FALSE;FALSE;TRUE
1661_02;57.0;FALSE;TRUE;FALSE;FALSE;TRUE
1661_03;48.0;FALSE;TRUE;FALSE;FALSE;FALSE
1661_04;37.0;FALSE;TRUE;FALSE;FALSE;TRUE
1662_01;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
1663_01;36.0;TRUE;FALSE;FALSE;FALSE;FALSE
1666_01;38.0;FALSE;TRUE;FALSE;FALSE;TRUE
1668_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
1669_01;31.0;FALSE;FALSE;TRUE;FALSE;TRUE
1669_02;0.0;FALSE;FALSE;TRUE;FALSE;FALSE
1669_03;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
1670_01;49.0;TRUE;FALSE;FALSE;FALSE;TRUE
1670_02;44.0;TRUE;FALSE;FALSE;FALSE;FALSE
1671_01;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
1672_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
1673_01;16.0;TRUE;FALSE;FALSE;FALSE;TRUE
1674_01;20.0;TRUE;FALSE;FALSE;FALSE;FALSE
1676_01;26.0;TRUE;FALSE;FALSE;FALSE;FALSE
1677_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
1681_01;34.0;TRUE;FALSE;FALSE;FALSE;TRUE
1682_01;38.0;FALSE;FALSE;TRUE;FALSE;FALSE
1685_01;51.0;TRUE;FALSE;FALSE;FALSE;TRUE
1685_02;7.0;TRUE;FALSE;FALSE;FALSE;TRUE
1685_03;3.0;TRUE;FALSE;FALSE;FALSE;FALSE
1687_01;26.0;FALSE;FALSE;TRUE;FALSE;TRUE
1688_01;27.0;TRUE;FALSE;FALSE;FALSE;TRUE
1688_02;7.0;TRUE;FALSE;FALSE;FALSE;FALSE
1688_03;19.0;TRUE;FALSE;FALSE;FALSE;FALSE
1690_01;28.0;TRUE;FALSE;FALSE;FALSE;TRUE
1691_01;27.0;FALSE;FALSE;TRUE;FALSE;TRUE
1694_01;31.0;TRUE;FALSE;FALSE;FALSE;FALSE
1695_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
1696_01;43.0;FALSE;TRUE;FALSE;FALSE;TRUE
1697_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
1698_01;14.0;FALSE;FALSE;FALSE;TRUE;FALSE
1699_01;47.0;TRUE;FALSE;FALSE;FALSE;TRUE
1700_01;17.0;FALSE;TRUE;FALSE;FALSE;FALSE
1700_02;64.0;FALSE;TRUE;FALSE;FALSE;TRUE
1704_01;13.0;FALSE;FALSE;TRUE;FALSE;TRUE
1704_02;18.0;FALSE;FALSE;TRUE;FALSE;TRUE
1705_01;29.0;FALSE;FALSE;TRUE;FALSE;TRUE
1708_01;70.0;TRUE;FALSE;FALSE;FALSE;TRUE
1709_01;23.0;FALSE;FALSE;TRUE;FALSE;TRUE
1709_02;23.0;FALSE;FALSE;TRUE;FALSE;TRUE
1709_03;35.0;FALSE;FALSE;TRUE;FALSE;TRUE
1709_04;17.0;FALSE;FALSE;TRUE;FALSE;TRUE
1709_05;26.0;FALSE;FALSE;TRUE;FALSE;FALSE
1709_06;15.0;FALSE;FALSE;TRUE;FALSE;TRUE
1709_07;19.0;FALSE;FALSE;TRUE;FALSE;TRUE
1710_01;20.0;TRUE;FALSE;FALSE;FALSE;FALSE
1711_01;51.0;TRUE;FALSE;FALSE;FALSE;FALSE
1712_01;17.0;FALSE;FALSE;TRUE;FALSE;FALSE
1712_02;27.0;FALSE;FALSE;TRUE;FALSE;TRUE
